Mercado,Fecha,NC Long,NC Short,NC Spread,NC Change,Com Long,Com Short,Retail Long,Retail Short,OI,Cierre
EURUSD,2003-01-07,35647,7490,41,    -306,14990,71660,47597,19084,98275,
EURUSD,2003-01-14,36455,7682,10,     808,24937,83917,48673,18466,110075,
EURUSD,2003-01-21,35332,6890,632,   -1123,24410,83678,52810,21984,113184,
EURUSD,2003-01-28,32375,6039,1034,   -2957,23265,78061,48903,20443,105577,
EURUSD,2003-02-04,37222,6556,594,    4847,21625,82247,49090,19134,108531,
EURUSD,2003-02-11,29992,7694,618,   -7230,23476,77469,53367,21672,107453,
EURUSD,2003-02-18,31970,6485,259,    1978,24629,78293,51244,23065,108102,
EURUSD,2003-02-25,29793,9730,969,   -2177,26356,74269,48309,20459,105427,
EURUSD,2003-03-04,34972,4997,646,    5179,35724,94443,51672,22928,123014,
EURUSD,2003-03-11,35344,5078,426,     372,48407,105656,52069,25086,136246,
EURUSD,2003-03-18,18948,5609,291,  -16396,22407,55066,37119,17799,78765,
EURUSD,2003-03-25,16336,8742,41,   -2612,24956,47292,31101,16359,72434,
EURUSD,2003-04-01,16707,6143,153,     371,22378,50451,36713,19204,75951,
EURUSD,2003-04-08,15619,2474,100,   -1088,19364,48155,36329,20683,71412,
EURUSD,2003-04-15,16934,2729,100,    1315,24520,54713,36085,20097,77639,
EURUSD,2003-04-22,27788,3401,204,   10854,25211,68091,42779,24286,95982,
EURUSD,2003-04-29,31023,3018,166,    3235,23951,74592,48729,26093,103869,
EURUSD,2003-05-06,34554,2584,137,    3531,29230,81472,51161,30889,115082,
EURUSD,2003-05-13,28679,3776,277,   -5875,22984,66704,48990,30173,100930,
EURUSD,2003-05-20,30918,4020,1259,    2239,24360,74601,52179,28836,108716,
EURUSD,2003-05-27,31242,7129,801,     324,26381,69677,51605,32422,110029,
EURUSD,2003-06-03,35738,5705,335,    4496,28438,82589,50929,26811,115440,
EURUSD,2003-06-10,32439,6177,852,   -3299,48533,97488,54559,31866,136383,
EURUSD,2003-06-17,33888,5765,574,    1449,19724,73401,49066,23512,103252,
EURUSD,2003-06-24,27814,4344,275,   -6074,22540,69143,44227,21094,94856,
EURUSD,2003-07-01,28532,4902,185,     718,25643,71594,47357,25036,101717,
EURUSD,2003-07-08,25188,6027,309,   -3344,26694,66038,42425,22242,94616,
EURUSD,2003-07-15,22847,6652,607,   -2341,33860,65327,41861,26589,99175,
EURUSD,2003-07-22,18266,5113,715,   -4581,38271,67483,39207,23148,96459,
EURUSD,2003-07-29,17608,5188,1266,    -658,34149,68502,43249,21316,96272,
EURUSD,2003-08-05,16777,2888,1298,    -831,35466,69227,39758,19886,93299,
EURUSD,2003-08-12,18505,3803,1211,    1728,36733,72336,41074,20173,97523,
EURUSD,2003-08-19,16930,7809,713,   -1575,37631,60069,40512,27195,95786,
EURUSD,2003-08-26,14690,12017,849,   -2240,40446,59159,44129,28089,100114,
EURUSD,2003-09-02,14372,12243,1221,    -318,47245,63189,44335,30520,107173,
EURUSD,2003-09-09,13438,10933,1437,    -934,53083,69694,46982,32876,114940,
EURUSD,2003-09-16,11847,7123,492,   -1591,28498,50958,39754,22018,80591,
EURUSD,2003-09-23,15340,6563,622,    3493,21389,53635,45198,21729,82549,
EURUSD,2003-09-30,18650,5001,340,    3310,18884,58731,53990,27792,91864,
EURUSD,2003-10-07,25794,5769,50,    7144,19886,65167,51093,25837,96823,
EURUSD,2003-10-14,29854,4860,50,    4060,21711,75716,54300,25289,105915,
EURUSD,2003-10-21,28987,4874,15,    -867,26125,76465,51388,25161,106515,
EURUSD,2003-10-28,28893,4688,87,     -94,22558,75056,51304,23011,102842,
EURUSD,2003-11-04,21858,2285,127,   -7035,30611,71620,46347,24911,98943,
EURUSD,2003-11-11,21264,3345,495,    -594,33138,73291,47929,25695,102826,
EURUSD,2003-11-18,37534,2988,1082,   16270,31787,87711,55193,33815,125596,
EURUSD,2003-11-25,33819,3322,569,   -3715,34228,90331,54264,28658,122880,
EURUSD,2003-12-02,35337,4657,118,    1518,41775,96997,58321,33779,135551,1.208897
EURUSD,2003-12-09,33513,5515,204,   -1824,63614,109882,55301,37031,152632,1.224995
EURUSD,2003-12-16,39854,5071,613,    6341,28939,85043,49756,28435,119162,1.232195
EURUSD,2003-12-22,38595,4887,16,   -1259,31053,85352,48826,28235,118490,1.239895
EURUSD,2003-12-30,38530,4974,16,     -65,33190,85465,47359,28640,119095,1.254894
EURUSD,2004-01-06,36578,6668,101,   -1952,37420,86242,52343,33431,126442,1.272103
EURUSD,2004-01-13,35894,8957,245,    -684,40431,90936,53940,30372,130510,1.278593
EURUSD,2004-01-20,35293,7050,682,    -601,44234,88583,49339,33233,129548,1.258907
EURUSD,2004-01-27,36682,3384,1084,    1389,42527,92411,48877,32291,129170,1.263695
EURUSD,2004-02-03,31305,10859,448,   -5377,47942,84663,44617,28342,124312,1.253494
EURUSD,2004-02-10,33820,7578,284,    2515,45495,90863,48808,29682,128407,1.268504
EURUSD,2004-02-17,35758,7349,336,    1938,54490,102550,54731,35080,145315,1.285793
EURUSD,2004-02-24,31780,5413,589,   -3978,54642,94386,46493,33116,133504,1.267797
EURUSD,2004-03-02,24451,7423,776,   -7329,62136,94594,48299,32869,135662,1.220405
EURUSD,2004-03-09,24065,10000,619,    -386,71601,97855,46076,33887,142361,1.231906
EURUSD,2004-03-16,17522,9068,86,   -6543,28626,48552,41156,29684,87390,1.226106
EURUSD,2004-03-23,18389,8096,144,     867,36503,58796,40580,28580,95616,1.234507
EURUSD,2004-03-30,17155,10981,135,   -1234,43769,57032,39831,32742,100890,1.218502
EURUSD,2004-04-06,18589,12572,102,    1434,46112,57921,42611,36819,107414,1.213106
EURUSD,2004-04-12,18074,12331,102,    -515,49513,62828,41388,33816,109077,1.207307
EURUSD,2004-04-20,22037,12238,115,    3963,51488,65820,41178,36645,114818,1.184806
EURUSD,2004-04-27,19136,13566,430,   -2901,58644,68137,41500,37577,119710,1.192905
EURUSD,2004-05-04,19501,12502,285,     365,62692,72433,41692,38950,124170,1.210507
EURUSD,2004-05-11,23484,11006,111,    3983,60552,79472,43261,36819,127408,1.188199
EURUSD,2004-05-18,22806,9384,41,    -678,78479,97371,44248,38778,145574,1.194501
EURUSD,2004-05-25,26589,7875,39,    3783,76254,100069,45739,40638,148621,1.210097
EURUSD,2004-06-01,30690,8496,574,    4101,73410,114256,54916,36264,159590,1.2245
EURUSD,2004-06-08,33175,9701,448,    2485,76675,120564,48874,28459,159172,1.226106
EURUSD,2004-06-15,23114,6526,197,  -10061,21216,53066,41126,25864,85653,1.216604
EURUSD,2004-06-22,21435,9356,197,   -1679,31374,58131,39557,24879,92563,1.212195
EURUSD,2004-06-29,22478,8723,667,    1043,43577,71109,39860,26083,106582,1.209804
EURUSD,2004-07-06,27466,8429,49,    4988,49622,87848,48062,28873,125199,1.228501
EURUSD,2004-07-13,39391,8379,466,   11925,58143,108543,49585,30197,147585,1.233304
EURUSD,2004-07-20,43666,7565,254,    4275,50330,106280,50963,31114,145213,1.233395
EURUSD,2004-07-27,25479,8552,219,  -18187,64008,97792,48268,31411,137974,1.206404
EURUSD,2004-08-03,22799,10557,229,   -2680,87698,115517,46242,30665,156968,1.205298
EURUSD,2004-08-10,24370,7513,385,    1571,84712,116842,44782,29509,154249,1.223601
EURUSD,2004-08-17,30307,4608,102,    5937,74620,123949,49252,25622,154281,1.234507
EURUSD,2004-08-24,28134,3518,146,   -2173,76606,131663,60080,29639,164966,1.208196
EURUSD,2004-08-31,29212,8385,481,    1078,81711,130509,59921,31950,171325,1.217804
EURUSD,2004-09-07,27671,9639,353,   -1541,81065,125572,59781,33306,168870,1.209907
EURUSD,2004-09-14,30651,4793,155,    2980,17920,58386,41970,27362,90696,1.226001
EURUSD,2004-09-21,32698,7251,66,    2047,16077,55318,42583,28789,91424,1.232894
EURUSD,2004-09-28,36015,3681,69,    3317,27731,74935,43729,28859,107544,1.232104
EURUSD,2004-10-05,50305,5494,275,   14290,33621,99613,48099,26918,132300,1.231603
EURUSD,2004-10-12,44461,6366,65,   -5844,35406,98103,52465,27863,132397,1.232104
EURUSD,2004-10-19,43487,6975,115,    -974,32689,89593,54095,33703,130386,1.251894
EURUSD,2004-10-26,50767,5236,166,    7280,39054,109011,60495,36069,150482,1.276503
EURUSD,2004-11-02,60468,7003,163,    9701,35031,117092,62749,34153,158411,1.272006
EURUSD,2004-11-09,68576,11047,441,    8108,52277,134586,64288,39508,185582,1.289907
EURUSD,2004-11-16,66875,12847,756,   -1701,63861,139153,71979,50715,203471,1.296193
EURUSD,2004-11-23,66849,34588,782,     -26,81674,148495,84554,49994,233859,1.309706
EURUSD,2004-11-30,61453,36968,1346,   -5396,82034,140039,88421,54901,233254,1.329805
EURUSD,2004-12-07,57209,33095,1379,   -4244,83513,136066,81707,53268,223808,1.343093
EURUSD,2004-12-14,36764,51306,537,  -20445,46052,41269,53060,43301,136413,1.330902
EURUSD,2004-12-21,39467,51631,997,    2703,48636,46674,58050,47848,147150,1.336898
EURUSD,2004-12-28,44526,27712,1347,    5059,42625,65999,59189,52629,147687,1.359398
EURUSD,2005-01-04,35806,24735,1315,   -8720,37380,63543,66690,51598,141191,1.328198
EURUSD,2005-01-11,33414,17233,570,   -2392,38897,68858,70904,57124,143785,1.311699
EURUSD,2005-01-18,28380,18467,889,   -5034,44413,62300,57979,50005,131661,1.301795
EURUSD,2005-01-25,25401,24633,574,   -2979,56009,61407,49219,44589,131203,1.297101
EURUSD,2005-02-01,25980,24055,530,     579,57821,64246,44879,40379,129210,1.3039
EURUSD,2005-02-08,26185,26816,708,     205,63001,70153,62483,54700,152377,1.276992
EURUSD,2005-02-15,28112,28357,818,    1927,68660,71807,50541,47149,148131,1.301693
EURUSD,2005-02-22,29004,24980,1616,     892,70354,79321,63987,59044,164961,1.326102
EURUSD,2005-03-01,46880,13462,1179,   17876,60219,108439,61664,46862,169942,1.317193
EURUSD,2005-03-08,37116,14526,550,   -9764,70109,108157,61386,45928,169161,1.335203
EURUSD,2005-03-15,42647,12735,227,    5531,26959,68607,52538,40802,122371,1.331009
EURUSD,2005-03-22,36967,9768,183,   -5680,27075,63385,50846,41735,115071,1.307702
EURUSD,2005-03-29,30250,12497,218,   -6717,39394,63903,47026,40270,116888,1.293795
EURUSD,2005-04-05,26469,19571,192,   -3781,53567,60949,45851,45367,126079,1.285793
EURUSD,2005-04-12,30092,24332,522,    3623,58423,68977,41988,37194,131025,1.291506
EURUSD,2005-04-19,23613,18592,357,   -6479,54810,65542,39801,34090,118581,1.306506
EURUSD,2005-04-26,23524,19305,1194,     -89,63574,69751,44738,42780,133030,1.298499
EURUSD,2005-05-03,26070,21195,563,    2546,65969,73021,45416,43239,138018,1.288693
EURUSD,2005-05-10,27335,28879,750,    1265,73185,70847,47461,48255,148731,1.288693
EURUSD,2005-05-17,22232,35720,1058,   -5103,88051,69952,45519,50130,156860,1.260303
EURUSD,2005-05-24,24631,39952,1274,    2399,92321,68523,43919,52396,162145,1.256802
EURUSD,2005-05-31,24211,42521,1043,    -420,103595,83901,61645,63029,190494,1.2308
EURUSD,2005-06-07,22939,40710,629,   -1272,125244,105308,44895,47060,193707,1.227898
EURUSD,2005-06-14,26335,46000,1613,    3396,65262,42453,47023,50167,140233,1.202603
EURUSD,2005-06-21,26061,47343,1652,    -274,69289,44387,45564,49184,142566,1.217404
EURUSD,2005-06-28,31816,46057,1572,    5755,62859,46580,42925,44963,139172,1.207307
EURUSD,2005-07-05,23019,47891,1693,   -8797,73540,46146,50708,53230,148960,1.193104
EURUSD,2005-07-12,24267,32115,485,    1248,72930,59128,42604,48558,140286,1.223002
EURUSD,2005-07-19,23055,34925,293,   -1212,74964,60278,44740,47556,143052,1.202993
EURUSD,2005-07-26,24520,32816,651,    1465,71960,64853,47654,46465,144785,1.201706
EURUSD,2005-08-02,24408,24599,626,    -112,72783,74601,45777,43768,143594,1.219393
EURUSD,2005-08-09,28507,24276,1148,    4099,70541,74659,45563,45676,145759,1.237808
EURUSD,2005-08-16,27289,26705,911,   -1218,73571,77537,46647,43265,148418,1.234995
EURUSD,2005-08-23,24238,30004,1018,   -3051,77787,73001,42046,41066,145089,1.223496
EURUSD,2005-08-30,26465,30084,1169,    2227,90759,88098,35338,34380,153731,1.221807
EURUSD,2005-09-06,38768,15250,1007,   12303,80291,109602,40952,35159,161018,1.245795
EURUSD,2005-09-13,29321,21736,1594,   -9447,88697,101633,43131,37780,162743,1.228003
EURUSD,2005-09-20,29052,30480,832,    -269,52941,47456,35841,39898,118666,1.211901
EURUSD,2005-09-27,32927,34530,1192,    3875,64263,56575,37316,43401,135698,1.201894
EURUSD,2005-10-04,34646,36544,812,    1719,68778,56196,39102,49786,143338,1.191895
EURUSD,2005-10-11,30103,25311,1245,   -4543,61280,58641,38370,45801,130998,1.198495
EURUSD,2005-10-18,25238,24383,763,   -4865,73072,68315,45348,50960,144421,1.1955
EURUSD,2005-10-25,20794,23352,1672,   -4444,77812,70441,50965,55778,151243,1.211196
EURUSD,2005-11-01,26432,19434,918,    5638,73569,75190,43387,48764,144306,1.2024
EURUSD,2005-11-08,29558,36185,1375,    3126,81207,68774,47738,53544,159878,1.176803
EURUSD,2005-11-15,31487,44709,2096,    1929,94478,73806,47204,54654,175265,1.173199
EURUSD,2005-11-22,35452,46579,3216,    3965,97074,80164,49876,55659,185618,1.181405
EURUSD,2005-11-29,30467,48599,3052,   -4985,101892,83991,46720,46489,182131,1.176803
EURUSD,2005-12-06,28784,51356,3376,   -1683,103103,79708,44090,44913,179353,1.179802
EURUSD,2005-12-13,28088,29151,2760,    -696,117671,114350,43873,46131,192392,1.1949
EURUSD,2005-12-20,24852,20348,2443,   -3236,50514,58508,45636,42146,123445,1.187493
EURUSD,2005-12-27,25937,21359,2384,    1085,44261,50356,39788,38271,112370,1.185607
EURUSD,2006-01-03,36013,24782,2420,   10076,36844,48533,43961,43503,119238,1.203297
EURUSD,2006-01-10,42096,20135,2455,    6083,34870,63074,47965,41722,127386,1.206404
EURUSD,2006-01-17,41207,19996,2730,    -889,36151,69669,49477,37170,129565,1.210844
EURUSD,2006-01-24,56834,19370,3315,   15627,33491,89341,50968,32582,144608,1.226497
EURUSD,2006-01-31,58564,22182,2382,    1730,36469,89459,50538,33930,147953,1.214845
EURUSD,2006-02-07,45622,26657,1662,  -12942,44620,75293,48217,36509,140121,1.1993
EURUSD,2006-02-14,43279,31323,1688,   -2343,50461,69907,45530,38040,140958,1.191597
EURUSD,2006-02-21,42097,32012,1734,   -1182,58946,75683,48523,41871,151300,1.191995
EURUSD,2006-02-28,50882,32480,1482,    8785,56481,82130,50836,43589,159681,1.193004
EURUSD,2006-03-07,49877,35999,2590,   -1005,75783,98478,49145,40328,177395,1.189004
EURUSD,2006-03-14,55058,27074,1435,    5181,35565,69607,42812,36754,134870,1.201894
EURUSD,2006-03-21,58377,16925,485,    3319,33700,88412,48974,35714,141536,1.2108
EURUSD,2006-03-28,56336,15525,810,   -2041,35558,93460,48011,30920,140715,1.2011
EURUSD,2006-04-04,67859,15467,655,   11523,43679,113080,49728,32719,161921,1.226001
EURUSD,2006-04-11,58717,17087,2012,   -9142,46263,110321,52318,29890,159310,1.214801
EURUSD,2006-04-18,70019,14677,1320,   11302,38561,118525,55841,31219,165741,1.236705
EURUSD,2006-04-25,79841,14316,713,    9822,38061,130344,58625,31867,177240,1.2429
EURUSD,2006-05-02,90615,16141,1346,   10774,39152,138150,55961,31437,187074,1.261702
EURUSD,2006-05-09,87975,15064,1780,   -2640,43091,142504,65655,39153,198501,1.276699
EURUSD,2006-05-16,87436,14060,1831,    -539,45579,143424,60408,35939,195254,1.285
EURUSD,2006-05-23,87361,15285,2317,     -75,50079,146064,58049,34140,197806,1.278298
EURUSD,2006-05-30,96864,16980,1246,    9503,39005,138891,58387,38385,195502,1.286505
EURUSD,2006-06-06,102560,14364,1179,    5696,40541,154767,65272,39242,209552,1.282199
EURUSD,2006-06-13,72732,10886,1373,  -29828,64770,152800,63519,37335,202394,1.254595
EURUSD,2006-06-20,66017,13527,381,   -6715,17807,94376,48399,24320,132604,1.258907
EURUSD,2006-06-27,77942,13272,396,   11925,18274,106720,51554,27778,148166,1.256897
EURUSD,2006-07-03,87088,18543,518,    9146,21368,114031,53130,29012,162104,1.280098
EURUSD,2006-07-11,92291,14396,277,    5203,19781,128562,55720,24834,168069,1.276748
EURUSD,2006-07-18,67816,16122,449,  -24475,29176,101106,55354,35118,152795,1.250203
EURUSD,2006-07-25,66687,16386,687,   -1129,30207,100022,48873,29359,146454,1.2584
EURUSD,2006-08-01,85072,11643,645,   18385,20935,118798,51204,26770,157856,1.282002
EURUSD,2006-08-08,101133,9025,537,   16061,22548,144363,53545,23838,177763,1.276699
EURUSD,2006-08-15,99050,8846,686,   -2083,25418,143147,53607,26082,178761,1.2791
EURUSD,2006-08-22,89994,8524,799,   -9056,27222,139078,57928,27542,175943,1.281197
EURUSD,2006-08-29,88423,8786,1654,   -1571,25123,129589,54968,30139,170168,1.282907
EURUSD,2006-09-05,86223,11207,2763,   -2200,25562,129665,56478,27391,171026,1.282397
EURUSD,2006-09-12,79626,12909,2040,   -6597,34073,118677,52744,34857,168483,1.269503
EURUSD,2006-09-19,69197,18083,1221,  -10429,15429,79941,45551,32153,131398,1.2677
EURUSD,2006-09-26,67422,17480,818,   -1775,19561,89145,49154,29512,136955,1.268698
EURUSD,2006-10-03,76049,19832,1349,    8627,18656,90524,46148,30497,142202,1.273496
EURUSD,2006-10-10,69105,32577,2814,   -6944,27412,77236,51464,38168,150795,1.253196
EURUSD,2006-10-17,69850,43258,2545,     745,32824,67746,49391,41061,154610,1.254501
EURUSD,2006-10-24,70934,43783,2884,    1084,38127,70020,46089,41347,158034,1.255903
EURUSD,2006-10-31,84563,24515,3478,   13629,24644,102923,49545,31314,162230,1.276699
EURUSD,2006-11-07,96738,27813,3344,   12175,25137,119259,53018,27821,178237,1.277906
EURUSD,2006-11-14,81912,21437,3247,  -14826,30625,114891,54825,31034,170609,1.281394
EURUSD,2006-11-21,84717,19411,3160,    2805,35293,125408,55522,30713,178692,1.284604
EURUSD,2006-11-28,107372,17778,5036,   22655,33719,142555,61446,42204,207573,1.320393
EURUSD,2006-12-05,115201,16936,6365,    7829,34887,163201,67280,37231,223733,1.331895
EURUSD,2006-12-12,112188,15505,5889,   -3013,46473,175717,65695,33134,230245,1.328498
EURUSD,2006-12-19,110993,19023,1521,   -1195,19007,144006,62558,29529,194079,1.320707
EURUSD,2006-12-26,100959,20989,1788,  -10034,22399,138364,61609,25614,186755,1.310994
EURUSD,2007-01-03,98245,20789,1148,   -2714,26506,136076,63713,31599,189612,1.317107
EURUSD,2007-01-09,93415,18243,1330,   -4830,28061,132400,60487,31320,183293,1.299697
EURUSD,2007-01-16,67482,13940,2033,  -25933,31321,108505,63758,40116,164594,1.292006
EURUSD,2007-01-23,77516,16506,1793,   10034,34954,115543,55255,35676,169518,1.302304
EURUSD,2007-01-30,85505,22926,1525,    7989,34053,112355,53135,37412,174218,1.296596
EURUSD,2007-02-06,74223,28893,1938,  -11282,51936,117568,54569,34267,182666,1.298398
EURUSD,2007-02-13,105371,21576,1668,   31148,26385,132507,53662,31335,187086,1.303203
EURUSD,2007-02-20,117811,18485,2195,   12440,27304,150840,55060,30850,202370,1.314803
EURUSD,2007-02-27,123508,20910,2738,    5697,33476,165096,61749,32727,221471,1.323206
EURUSD,2007-03-06,107164,18485,2323,  -16344,36846,152682,54986,27829,201319,1.313802
EURUSD,2007-03-13,113009,16854,2314,    5845,44465,167858,56911,29673,216699,1.319
EURUSD,2007-03-20,106188,18232,621,   -6821,18674,135405,57108,28333,182591,1.331593
EURUSD,2007-03-27,116347,22606,654,   10159,19438,138232,56479,31426,192918,1.336505
EURUSD,2007-04-03,118379,23301,660,    2032,18325,143338,61004,31069,198368,1.332498
EURUSD,2007-04-10,126947,22553,866,    8568,22579,152751,61695,35917,212087,1.343201
EURUSD,2007-04-17,129044,22274,741,    2097,22960,158914,64702,35518,217447,1.357202
EURUSD,2007-04-24,137322,26040,852,    8278,26774,166155,67364,39265,232312,1.363605
EURUSD,2007-05-01,135399,28711,1056,   -1923,31403,166590,67391,38892,235249,1.3601
EURUSD,2007-05-08,130342,25072,2072,   -5057,30399,160424,60551,35796,223364,1.354096
EURUSD,2007-05-15,146922,27384,2594,   16580,28486,170028,58771,36767,236773,1.359601
EURUSD,2007-05-22,126860,31573,3132,  -20062,35859,145736,53046,38456,218897,1.345207
EURUSD,2007-05-29,124206,29887,2967,   -2654,30545,146256,56153,34761,213871,1.344592
EURUSD,2007-06-05,119341,34376,2729,   -4865,33497,136957,59381,40886,214948,1.352009
EURUSD,2007-06-12,93562,42924,2945,  -25779,71199,140403,60186,41620,227892,1.330601
EURUSD,2007-06-19,85173,38832,926,   -8389,47546,113147,50130,30870,183775,1.342408
EURUSD,2007-06-26,92876,25443,688,    7703,38856,125552,51473,32210,183893,1.344899
EURUSD,2007-07-03,101643,25119,1330,    8767,29601,136922,62426,31629,195000,1.361192
EURUSD,2007-07-10,129843,26947,1561,   28200,27319,157712,64951,37454,223674,1.376008
EURUSD,2007-07-17,123364,24179,2055,   -6479,31096,163661,64722,31342,221237,1.379006
EURUSD,2007-07-24,126890,30475,2015,    3526,31658,162016,65218,31275,225781,1.382495
EURUSD,2007-07-31,104189,25736,2002,  -22701,49491,154719,58845,32070,214527,1.367204
EURUSD,2007-08-07,111634,32605,2602,    7445,53782,161026,59514,31299,227532,1.374098
EURUSD,2007-08-14,90832,26158,4081,  -20802,71894,158307,51739,30000,218546,1.353491
EURUSD,2007-08-21,74037,35574,5498,  -16795,88533,147372,47958,27582,216026,1.345497
EURUSD,2007-08-28,74495,31669,5085,     458,98326,152882,43192,31462,221098,1.359897
EURUSD,2007-09-04,78483,31838,3178,    3988,91240,155853,48761,30793,221662,1.362008
EURUSD,2007-09-11,86476,28262,2429,    7993,93096,173688,53168,30790,235169,1.384006
EURUSD,2007-09-18,123169,37120,1320,   36693,25057,136525,53891,28472,203437,1.397995
EURUSD,2007-09-25,122295,38847,1808,    -874,29894,131573,55655,37424,209652,1.415208
EURUSD,2007-10-02,132323,37883,1493,   10028,24276,137838,56469,37347,214561,1.415208
EURUSD,2007-10-09,117894,30728,1745,  -14429,26551,136226,58003,35494,204193,1.410696
EURUSD,2007-10-16,116748,30144,1911,   -1146,32931,141380,56755,34910,208345,1.417696
EURUSD,2007-10-23,100683,31667,1710,  -16065,39483,124130,54037,38406,195913,1.425801
EURUSD,2007-10-30,100809,31961,1771,     126,41037,128135,55865,37615,199482,1.444002
EURUSD,2007-11-06,109002,32954,1777,    8193,48039,144656,58947,38378,217765,1.45641
EURUSD,2007-11-13,98821,29392,1863,  -10181,63973,149796,55209,38815,219866,1.462095
EURUSD,2007-11-20,98548,28520,1433,    -273,70157,154389,57102,42898,227240,1.483305
EURUSD,2007-11-27,91335,24779,1455,   -7213,75599,155245,54492,41402,222881,1.48379
EURUSD,2007-12-04,93659,24542,2827,    2324,85243,167434,54378,41304,236107,1.476603
EURUSD,2007-12-11,91012,27638,7363,   -2647,110298,186059,50804,38417,259477,1.466491
EURUSD,2007-12-18,67396,36247,1328,  -23616,33923,78738,47518,33852,150165,
EURUSD,2007-12-24,68111,37470,1272,     715,44647,87263,43349,31374,157379,1.439698
EURUSD,2007-12-31,71697,35042,1248,    3586,48525,93036,44951,37095,166421,1.46011
EURUSD,2008-01-08,85915,34013,1484,   14218,41398,108936,50715,35079,179512,1.557099
EURUSD,2008-01-15,81812,36830,1301,   -4103,42254,102175,51636,36697,177003,1.48021
EURUSD,2008-01-22,65581,41836,1313,  -16231,63634,99499,53761,41641,184289,1.464794
EURUSD,2008-01-29,62078,39622,2407,   -3503,77332,111456,45963,34295,187780,1.477192
EURUSD,2008-02-05,60106,47542,2113,   -1972,86513,109379,50762,40460,199494,1.463807
EURUSD,2008-02-12,55016,44721,2025,   -5090,103545,118882,47015,41973,207601,1.458194
EURUSD,2008-02-19,60926,46196,1193,    5910,101376,120377,45648,41377,209143,1.472993
EURUSD,2008-02-26,75598,43820,1847,   14672,88983,128844,51093,43010,217521,1.49961
EURUSD,2008-03-04,73238,41228,2592,   -2360,99752,141064,50698,41396,226280,1.521005
EURUSD,2008-03-11,81646,52547,2245,    8408,118602,151616,42679,38764,245172,1.534189
EURUSD,2008-03-18,78310,51789,2071,   -3336,34582,65588,47511,43026,162474,1.565803
EURUSD,2008-03-25,90956,48185,1636,   12646,28157,74502,42837,39263,163586,1.561207
EURUSD,2008-04-01,80290,51218,2235,  -10666,36173,68641,47223,43827,165921,
EURUSD,2008-04-08,86826,57391,2153,    6536,41475,72091,44050,42869,174504,1.557802
EURUSD,2008-04-15,77532,57439,2653,   -9294,47123,70124,47940,45032,175248,1.578607
EURUSD,2008-04-22,81612,62705,3100,    4080,41337,63449,52003,48798,178052,1.598798
EURUSD,2008-04-29,48319,69634,2219,  -33293,95786,71281,44984,48174,191308,1.556711
EURUSD,2008-05-06,54383,66895,3628,    6064,100580,91173,45475,42370,204066,1.553591
EURUSD,2008-05-13,55409,64908,3069,    1026,106832,98679,42036,40690,207346,1.5477
EURUSD,2008-05-20,70240,63399,3481,   14831,94653,104525,44508,41477,212882,1.565411
EURUSD,2008-05-27,64503,67893,3506,   -5737,108565,110485,45667,40357,222241,1.569095
EURUSD,2008-06-03,55845,70299,3469,   -8658,128849,105376,42470,51489,230633,1.545022
EURUSD,2008-06-10,57544,65084,11537,    1699,148879,135196,36852,42995,254812,1.546408
EURUSD,2008-06-17,49514,58804,2623,   -8030,32128,27941,47791,42688,132056,1.552193
EURUSD,2008-06-24,57904,56472,2363,    8390,38893,49378,48115,39062,147275,1.557002
EURUSD,2008-07-01,88162,60479,2257,   30258,40013,73450,49453,43699,179885,
EURUSD,2008-07-08,81210,57203,2883,   -6952,44165,69916,47953,46209,176211,1.53339
EURUSD,2008-07-15,85052,62003,3365,    3842,45934,78687,49185,39481,183536,1.589901
EURUSD,2008-07-22,70588,66517,3238,  -14464,52550,58424,45129,43326,171505,1.579205
EURUSD,2008-07-29,51585,67803,2528,  -19003,54512,35374,41308,44228,149933,1.55909
EURUSD,2008-08-05,55538,64985,2778,    3953,59169,45026,42826,47522,160311,
EURUSD,2008-08-12,39822,59249,4152,  -15716,54139,35030,48122,47804,146235,
EURUSD,2008-08-19,39958,60322,3660,     136,55286,33789,54564,55697,153468,
EURUSD,2008-08-26,36026,69804,3328,   -3932,72360,34980,42730,46332,154444,1.464794
EURUSD,2008-09-02,37997,76620,3701,    1971,81688,38194,40072,44943,163458,1.451589
EURUSD,2008-09-09,35890,72322,4300,   -2107,98579,62462,44059,43744,182828,1.414847
EURUSD,2008-09-16,35314,75968,4720,    -576,68208,23682,33906,37778,142148,1.413507
EURUSD,2008-09-23,33266,64323,2058,   -2048,79367,48721,37331,36920,152022,1.469292
EURUSD,2008-09-30,27472,56404,5683,   -5794,91067,58098,49016,53053,173238,1.409642
EURUSD,2008-10-07,32058,50720,2994,    4586,92353,70752,52490,55429,179895,1.358806
EURUSD,2008-10-14,24274,54374,2574,   -7784,102280,65951,46682,52911,175810,1.361804
EURUSD,2008-10-21,23536,54156,2736,    -738,94815,61489,62975,65681,184062,1.306114
EURUSD,2008-10-28,25409,54461,3207,    1873,99852,67164,65292,68928,193760,1.280902
EURUSD,2008-11-04,27825,49258,2913,    2416,87091,60936,51779,56501,169608,1.298398
EURUSD,2008-11-11,25967,46588,2821,   -1858,92836,63077,48602,57740,170226,1.251596
EURUSD,2008-11-18,29073,46431,2553,    3106,86779,63127,46716,53010,165121,1.263695
EURUSD,2008-11-25,27389,48867,2687,   -1684,89976,70266,52314,50546,172366,1.303407
